DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
11/26/2017 13:30,20.37,44.21,4.918,494.9,44.92,30830.76923,22440.49587,10409.63855
11/26/2017 13:40,20.4,43.88,4.914,490.0,46.48,30898.46154,22552.06612,10507.95181
11/26/2017 13:50,20.63,43.34,4.919,482.1,48.86,30633.84615,22358.67769,10473.25301
11/26/2017 14:00,20.66,43.74,4.919,475.4,50.94,31083.07692,22436.77686,10479.03614
11/26/2017 14:10,20.65,42.84,4.914,471.6,55.43,30941.53846,22600.41322,10369.15663
11/26/2017 14:20,20.8,43.24,4.919,439.2,61.54,30338.46154,22503.71901,10484.81928
11/26/2017 14:30,20.93,43.01,4.918,442.5,63.05,30135.38462,22340.08264,10571.56627
11/26/2017 14:40,20.92,43.11,4.921,431.3,57.24,30024.61538,22183.8843,10646.74699
11/26/2017 14:50,21.08,42.34,4.924,407.9,53.82,29624.61538,22466.52893,10594.6988
11/26/2017 15:00,21.14,41.51,4.92,387.8,46.15,29378.46154,22280.57851,10872.28916
11/26/2017 15:10,21.18,41.41,4.922,368.5,44.75,29366.15385,22161.57025,10883.85542
11/26/2017 15:20,21.37,41.51,4.918,346.5,44.75,29175.38462,22142.97521,10756.62651
11/26/2017 15:30,21.49,41.91,4.918,326.2,44.35,28775.38462,21878.92562,10710.36145
11/26/2017 15:40,21.22,42.57,4.917,302.4,44.6,28744.61538,21763.63636,10496.38554
11/26/2017 15:50,21.25,42.81,4.917,274.8,45.7,29144.61538,21871.4876,10560.0
11/26/2017 16:00,21.12,44.11,4.918,256.4,47.42,29200.0,22358.67769,10432.77108
11/26/2017 16:10,21.0,44.67,4.917,223.7,56.68,29070.76923,22366.1157,10386.50602
11/26/2017 16:20,20.96,44.84,4.916,176.9,80.9,28683.07692,22094.6281,10288.19277
11/26/2017 16:30,20.66,45.78,4.916,137.4,109.8,28843.07692,22061.15702,10322.89157
11/26/2017 16:40,20.69,45.64,4.912,136.5,138.0,29403.07692,22362.39669,10716.14458
11/26/2017 16:50,20.54,46.57,4.914,131.1,148.3,29901.53846,22976.03306,11502.6506
11/26/2017 17:00,20.38,47.27,4.92,109.4,128.8,30787.69231,23902.06612,12861.68675
11/26/2017 17:10,20.23,48.21,4.925,89.1,106.1,32160.0,25575.61983,14718.07229
11/26/2017 17:20,20.05,49.14,4.919,68.86,82.4,35347.69231,27933.47107,15602.89157
11/26/2017 17:30,19.91,50.08,4.39,49.5,59.05,37113.84615,29082.64463,15961.44578
11/26/2017 17:40,19.7,51.21,4.921,25.68,28.05,37889.23077,29328.09917,16314.21687
11/26/2017 17:50,19.42,51.78,4.921,13.19,13.06,38276.92308,29781.81818,16551.3253
11/26/2017 18:00,19.23,52.71,2.461,7.14,7.08,38560.0,29882.2314,16493.49398
11/26/2017 18:10,18.94,54.58,0.081,2.916,2.921,38473.84615,30008.67769,16360.48193
11/26/2017 18:20,18.52,55.95,1.672,0.786,0.897,38590.76923,30027.27273,16325.78313
11/26/2017 18:30,18.19,58.05,0.75,0.205,0.111,38381.53846,30176.03306,16377.83133
11/26/2017 18:40,18.03,59.72,3.026,0.07,0.03,38184.61538,30216.94215,16568.6747
11/26/2017 18:50,17.87,60.92,4.921,0.084,0.048,38240.0,30019.83471,16487.71084
11/26/2017 19:00,17.79,61.92,4.917,0.055,0.044,38572.30769,30097.93388,16331.56627
11/26/2017 19:10,17.72,62.55,4.917,0.048,0.041,38633.84615,30161.15702,16331.56627
11/26/2017 19:20,17.66,63.19,4.924,0.055,0.044,38523.07692,30291.32231,16441.44578
11/26/2017 19:30,17.62,63.52,4.922,0.04,0.059,38572.30769,30194.6281,16470.36145
11/26/2017 19:40,17.45,64.05,4.923,0.069,0.033,38695.38462,30216.94215,16458.79518
11/26/2017 19:50,16.87,65.29,1.022,0.059,0.048,38713.84615,30224.38017,16412.53012
11/26/2017 20:00,16.75,65.89,0.086,0.04,0.089,38498.46154,30287.60331,16366.26506
11/26/2017 20:10,16.76,67.29,0.08,0.048,0.052,38313.84615,30105.3719,16412.53012
11/26/2017 20:20,16.62,69.19,0.081,0.059,0.085,37993.84615,30216.94215,16528.19277
11/26/2017 20:30,16.28,71.1,0.082,0.048,0.03,37778.46154,30109.09091,16377.83133
11/26/2017 20:40,15.96,72.9,0.081,0.048,0.1,37661.53846,30101.65289,16221.68675
11/26/2017 20:50,15.72,73.8,0.081,0.037,0.078,37298.46154,30008.67769,16013.49398
11/26/2017 21:00,15.61,75.0,0.082,0.055,0.07,36830.76923,29692.56198,15996.14458
11/26/2017 21:10,15.74,74.8,0.082,0.059,0.07,36535.38462,29584.71074,15984.57831
11/26/2017 21:20,15.6,75.3,0.08,0.066,0.07,36344.61538,29346.69421,15944.09639
11/26/2017 21:30,15.41,75.7,0.082,0.044,0.082,35944.61538,28844.6281,15620.24096
11/26/2017 21:40,15.12,76.1,0.079,0.033,0.104,35636.92308,28450.41322,15591.3253
11/26/2017 21:50,14.89,76.4,0.079,0.04,0.096,35366.15385,28472.72727,15429.39759
11/26/2017 22:00,14.33,76.6,0.079,0.037,0.07,34892.30769,28439.2562,15360.0
11/26/2017 22:10,13.85,76.8,0.078,0.048,0.104,34529.23077,28268.18182,15198.07229
11/26/2017 22:20,13.56,78.2,0.078,0.051,0.093,33987.69231,27937.19008,14764.33735
11/26/2017 22:30,13.38,78.8,0.082,0.08,0.052,33101.53846,27130.16529,14307.46988
11/26/2017 22:40,13.19,79.1,0.08,0.044,0.096,32369.23077,26561.15702,14076.14458
11/26/2017 22:50,13.33,79.0,0.079,0.066,0.085,31692.30769,25921.4876,13844.81928
11/26/2017 23:00,13.39,78.4,0.079,0.048,0.093,31046.15385,25359.91736,13538.31325
11/26/2017 23:10,13.39,78.6,0.078,0.044,0.1,30418.46154,24549.17355,13306.98795
11/26/2017 23:20,13.13,78.9,0.076,0.044,0.156,29760.0,24032.2314,13035.18072
11/26/2017 23:30,12.84,79.7,0.082,0.037,0.1,28978.46154,23400.0,12717.10843
11/26/2017 23:40,12.61,80.1,0.079,0.059,0.096,28024.61538,22622.72727,12468.43373
11/26/2017 23:50,12.28,80.6,0.081,0.055,0.074,27446.15385,21983.05785,12254.45783
11/27/2017 0:00,12.07,81.5,0.076,0.069,0.115,26898.46154,21451.23967,11890.12048
11/27/2017 0:10,12.01,81.8,0.08,0.044,0.122,26486.15385,21053.30579,11647.22892
11/27/2017 0:20,12.02,82.1,0.08,0.051,0.1,26215.38462,20450.82645,11433.25301
11/27/2017 0:30,12.04,81.8,0.079,0.069,0.137,25483.07692,20030.57851,11340.72289
11/27/2017 0:40,11.93,82.5,0.083,0.055,0.137,25255.38462,19628.92562,11219.27711
11/27/2017 0:50,12.0,82.8,0.08,0.062,0.115,24867.69231,19387.19008,11022.6506
11/27/2017 1:00,11.89,82.6,0.079,0.051,0.122,24424.61538,19067.35537,10860.72289
11/27/2017 1:10,11.66,83.3,0.081,0.059,0.107,24123.07692,18810.7438,10652.53012
11/27/2017 1:20,11.52,83.3,0.078,0.062,0.104,24067.69231,18535.53719,10635.18072
11/27/2017 1:30,11.43,83.2,0.078,0.04,0.115,23846.15385,18141.32231,10658.31325
11/27/2017 1:40,11.14,83.1,0.077,0.077,0.085,23735.38462,17988.84298,10450.12048
11/27/2017 1:50,10.73,84.0,0.078,0.04,0.13,23433.84615,17602.06612,10299.75904
11/27/2017 2:00,10.6,84.6,0.081,0.033,0.159,23230.76923,17430.99174,10207.22892
11/27/2017 2:10,10.53,84.9,0.084,0.044,0.096,22855.38462,17051.65289,10097.3494
11/27/2017 2:20,10.46,85.4,0.077,0.037,0.152,22560.0,16899.17355,10160.96386
11/27/2017 2:30,10.55,85.4,0.077,0.059,0.137,22387.69231,16798.76033,10004.81928
11/27/2017 2:40,10.64,85.4,0.08,0.062,0.074,22283.07692,16586.77686,9866.024096
11/27/2017 2:50,10.65,85.3,0.081,0.059,0.1,22166.15385,16542.14876,9796.626506
11/27/2017 3:00,10.6,85.1,0.077,0.048,0.13,22036.92308,16423.1405,9825.542169
11/27/2017 3:10,10.5,85.1,0.079,0.055,0.145,21840.0,16501.23967,9796.626506
11/27/2017 3:20,10.51,85.3,0.08,0.033,0.115,21538.46154,16304.13223,9617.349398
11/27/2017 3:30,10.47,85.2,0.079,0.044,0.115,21433.84615,16345.04132,9547.951807
11/27/2017 3:40,10.32,85.3,0.078,0.059,0.093,21661.53846,16252.06612,9524.819277
11/27/2017 3:50,10.23,85.4,0.08,0.044,0.137,21698.46154,16319.00826,9600.0
11/27/2017 4:00,10.16,85.5,0.08,0.044,0.182,21673.84615,16475.20661,9588.433735
11/27/2017 4:10,10.14,85.8,0.077,0.051,0.13,21753.84615,16464.04959,9432.289157
11/27/2017 4:20,10.17,86.2,0.084,0.037,0.13,21760.0,16404.54545,9495.903614
11/27/2017 4:30,10.16,86.3,0.086,0.055,0.107,21889.23077,16266.94215,9484.337349
11/27/2017 4:40,10.13,86.7,0.078,0.062,0.122,22098.46154,16698.34711,9628.915663
11/27/2017 4:50,10.06,87.0,0.084,0.04,0.104,22178.46154,16943.80165,9611.566265
11/27/2017 5:00,9.82,87.5,0.081,0.04,0.104,22363.07692,17140.90909,9605.783133
11/27/2017 5:10,9.86,87.6,0.08,0.037,0.156,22369.23077,17185.53719,9600.0
11/27/2017 5:20,9.76,87.9,0.081,0.033,0.189,22572.30769,17356.61157,9692.53012
11/27/2017 5:30,9.52,88.7,0.083,0.04,0.137,23298.46154,18040.90909,10022.16867
11/27/2017 5:40,9.9,88.9,0.083,0.055,0.145,23335.38462,18319.83471,10039.51807
11/27/2017 5:50,9.5,88.4,0.082,0.051,0.096,22929.23077,18241.73554,9825.542169
11/27/2017 6:00,9.28,88.5,0.079,0.033,0.13,22990.76923,18323.55372,9617.349398
11/27/2017 6:10,9.16,88.5,0.079,0.04,0.141,23052.30769,18349.58678,9466.987952
11/27/2017 6:20,8.96,88.5,0.084,0.066,0.1,22910.76923,18011.15702,9351.325301
11/27/2017 6:30,8.78,88.4,0.08,0.055,0.104,22664.61538,17962.80992,9166.26506
11/27/2017 6:40,8.66,88.7,0.08,0.04,0.093,22000.0,17676.44628,8553.253012
11/27/2017 6:50,8.67,88.6,0.08,0.048,0.141,21563.07692,17609.50413,7940.240964
11/27/2017 7:00,8.65,88.8,0.08,0.055,0.13,22227.69231,17951.65289,7546.987952
11/27/2017 7:10,8.68,88.7,0.082,0.051,0.111,22670.76923,18338.42975,7685.783133
11/27/2017 7:20,8.76,88.7,0.079,0.055,0.107,22984.61538,18453.71901,7627.951807
11/27/2017 7:30,8.62,88.6,0.081,0.051,0.167,23396.92308,18435.12397,7575.903614
11/27/2017 7:40,8.76,88.7,0.076,0.088,0.193,23723.07692,18565.28926,7385.060241
11/27/2017 7:50,9.01,88.5,0.079,0.399,0.385,23766.15385,18821.90083,7361.927711
11/27/2017 8:00,8.92,87.9,2.369,1.712,1.653,24227.69231,19483.8843,7714.698795
11/27/2017 8:10,8.74,88.1,4.918,4.682,4.589,25095.38462,19859.50413,7847.710843
11/27/2017 8:20,8.62,88.1,4.917,12.28,11.86,25846.15385,19967.35537,7836.144578
11/27/2017 8:30,8.38,88.7,4.916,31.94,23.04,25150.76923,20737.19008,8021.204819
11/27/2017 8:40,8.44,89.3,4.901,57.66,28.32,26603.07692,20763.22314,8102.168675
11/27/2017 8:50,8.85,89.3,0.53,86.7,39.17,26873.84615,21373.1405,8229.39759
11/27/2017 9:00,9.05,89.1,0.079,138.2,75.5,27575.38462,21774.79339,8431.807229
11/27/2017 9:10,9.11,89.3,0.078,173.6,84.6,26486.15385,22403.30579,8339.277108
11/27/2017 9:20,9.12,89.2,0.081,140.6,68.46,24098.46154,22548.34711,8535.903614
11/27/2017 9:30,8.71,89.3,0.081,87.8,67.57,24172.30769,22864.46281,9073.73494
11/27/2017 9:40,8.73,89.8,0.08,190.9,94.1,24480.0,22131.81818,9698.313253
11/27/2017 9:50,9.1,89.8,0.077,268.6,105.4,25046.15385,22671.07438,9750.361446
11/27/2017 10:00,9.07,89.6,0.081,260.4,94.2,25335.38462,23091.32231,9923.855422
11/27/2017 10:10,9.04,90.0,0.084,287.1,107.9,26227.69231,23861.15702,8877.108434
11/27/2017 10:20,9.29,90.4,0.082,308.9,69.27,26953.84615,23972.72727,9946.987952
11/27/2017 10:30,9.75,90.6,0.083,351.6,82.2,27323.07692,23954.13223,10311.3253
11/27/2017 10:40,10.38,90.3,0.081,442.3,172.0,27587.69231,24076.8595,10565.78313
11/27/2017 10:50,10.73,89.7,0.08,396.2,91.3,28116.92308,24195.86777,10669.87952
11/27/2017 11:00,10.98,89.0,0.082,401.7,73.5,28369.23077,24288.84298,11219.27711
11/27/2017 11:10,11.58,88.3,0.08,408.2,59.24,28596.92308,24538.01653,11653.01205
11/27/2017 11:20,12.28,86.6,0.082,423.4,55.51,28510.76923,24612.39669,11884.33735
11/27/2017 11:30,13.08,84.8,0.082,436.2,56.07,28627.69231,24549.17355,11913.25301
11/27/2017 11:40,13.74,82.6,0.081,448.3,56.83,28670.76923,24597.52066,11919.03614
11/27/2017 11:50,14.22,80.3,0.08,461.1,57.87,28596.92308,24761.15702,11866.98795
11/27/2017 12:00,15.11,78.9,0.08,471.6,59.2,28387.69231,24816.94215,11953.73494
11/27/2017 12:10,16.53,77.5,0.079,475.8,58.15,28744.61538,25062.39669,12167.71084
11/27/2017 12:20,17.26,74.6,0.068,474.9,65.21,28904.61538,25493.80165,12318.07229
11/27/2017 12:30,17.83,72.6,0.069,483.0,66.64,29015.38462,25713.22314,12237.10843
11/27/2017 12:40,18.23,71.5,0.072,482.5,66.74,29316.92308,26077.68595,12213.9759
11/27/2017 12:50,18.46,69.3,0.072,486.1,68.86,29606.15385,25817.35537,11959.51807
11/27/2017 13:00,18.62,68.54,0.072,490.4,75.7,29618.46154,25516.1157,11953.73494
11/27/2017 13:10,18.6,66.17,0.075,453.1,75.3,29741.53846,25765.28926,12028.91566
11/27/2017 13:20,18.75,65.43,0.071,407.4,70.5,29618.46154,25798.76033,12052.04819
11/27/2017 13:30,18.95,64.06,0.072,494.2,69.36,29236.92308,25623.96694,11907.46988
11/27/2017 13:40,19.09,63.46,0.073,475.3,71.6,29027.69231,25278.09917,11427.46988
11/27/2017 13:50,18.9,63.16,0.071,466.1,67.24,28800.0,26966.52893,10560.0
11/27/2017 14:00,19.07,64.2,0.073,460.0,64.03,28996.92308,26933.05785,10259.27711
11/27/2017 14:10,19.14,63.03,0.075,361.9,59.76,29218.46154,26713.63636,10160.96386
11/27/2017 14:20,19.07,62.8,0.074,417.3,57.54,29027.69231,26817.7686,10056.86747
11/27/2017 14:30,19.18,62.83,0.074,432.8,61.12,28332.30769,26635.53719,10143.61446
11/27/2017 14:40,18.93,62.36,0.074,418.4,61.44,28523.07692,26483.05785,10091.56627
11/27/2017 14:50,18.9,61.46,0.073,391.6,52.29,28578.46154,26654.13223,10160.96386
11/27/2017 15:00,19.03,61.53,0.075,380.5,47.81,28498.46154,26628.09917,9889.156627
11/27/2017 15:10,19.13,60.33,0.075,359.1,44.37,29772.30769,26854.95868,9946.987952
11/27/2017 15:20,19.25,60.96,0.075,341.8,40.34,30190.76923,27055.78512,10224.57831
11/27/2017 15:30,19.23,61.23,0.072,322.9,39.38,29821.53846,26903.30579,10282.40964
11/27/2017 15:40,19.15,61.69,0.073,303.0,37.55,29981.53846,26854.95868,10195.66265
11/27/2017 15:50,19.08,61.26,0.071,279.7,35.79,29710.76923,26732.2314,10016.38554
11/27/2017 16:00,18.96,61.39,0.07,256.6,34.85,29778.46154,26628.09917,9981.686747
11/27/2017 16:10,18.97,61.13,0.071,233.7,38.41,30572.30769,26970.24793,10207.22892
11/27/2017 16:20,19.04,60.73,0.074,208.3,54.61,30996.92308,26910.7438,10363.37349
11/27/2017 16:30,18.89,61.53,0.072,183.8,96.1,31446.15385,26761.98347,10467.46988
11/27/2017 16:40,18.85,62.53,0.071,158.4,140.4,32116.92308,26981.40496,10820.24096
11/27/2017 16:50,18.71,64.02,0.072,135.5,150.6,32584.61538,27554.13223,11259.75904
11/27/2017 17:00,18.55,65.72,0.073,112.0,134.3,33673.84615,28130.57851,12867.46988
11/27/2017 17:10,18.44,67.02,0.071,89.4,109.9,35464.61538,30231.81818,14833.73494
11/27/2017 17:20,18.27,68.16,0.072,69.79,87.2,38363.07692,32582.2314,15764.81928
11/27/2017 17:30,18.13,69.09,4.7,50.42,63.44,40203.07692,34006.61157,16088.6747
11/27/2017 17:40,17.96,70.7,4.924,23.95,27.39,40529.23077,34497.52066,16181.20482
11/27/2017 17:50,17.65,71.3,4.922,10.96,10.88,40966.15385,34553.30579,16320.0
11/27/2017 18:00,17.4,71.8,4.923,6.376,6.235,40664.61538,34300.41322,16470.36145
11/27/2017 18:10,17.03,72.0,4.927,2.849,2.847,40652.30769,34226.03306,16817.3494
11/27/2017 18:20,16.32,72.4,4.924,0.852,0.771,40541.53846,34133.05785,16707.46988
11/27/2017 18:30,15.7,73.5,4.925,0.198,0.13,40480.0,33902.47934,16666.98795
11/27/2017 18:40,15.29,75.0,4.919,0.051,0.063,40387.69231,33813.22314,16638.07229
11/27/2017 18:50,15.16,76.0,4.918,0.084,0.059,40443.07692,33865.28926,16782.6506
11/27/2017 19:00,15.12,77.1,4.918,0.048,0.033,40123.07692,33887.60331,16724.81928
11/27/2017 19:10,15.05,77.3,2.213,0.044,0.056,39987.69231,33898.76033,16568.6747
11/27/2017 19:20,14.68,78.0,0.072,0.037,0.041,39809.23077,33954.54545,16522.40964
11/27/2017 19:30,14.28,78.6,0.076,0.051,0.041,39341.53846,33630.99174,16418.31325
11/27/2017 19:40,13.98,79.2,0.075,0.051,0.041,39230.76923,33140.08264,16539.75904
11/27/2017 19:50,13.78,79.4,0.074,0.062,0.063,39316.92308,33158.67769,16447.22892
11/27/2017 20:00,13.52,79.3,0.071,0.04,0.044,38935.38462,33333.47107,16458.79518
11/27/2017 20:10,13.24,79.3,0.073,0.066,0.063,39218.46154,33485.95041,16603.37349
11/27/2017 20:20,13.04,79.6,0.072,0.051,0.059,39021.53846,33500.82645,16823.13253
11/27/2017 20:30,12.97,79.4,0.071,0.069,0.063,38824.61538,33073.1405,16742.16867
11/27/2017 20:40,12.72,78.9,0.073,0.048,0.037,38836.92308,33013.63636,16695.90361
11/27/2017 20:50,12.71,78.9,0.072,0.066,0.063,38664.61538,32519.00826,16308.43373
11/27/2017 21:00,12.75,78.7,0.072,0.055,0.048,38209.23077,32217.7686,16134.93976
11/27/2017 21:10,12.57,78.4,0.075,0.048,0.111,37704.61538,31935.12397,16094.45783
11/27/2017 21:20,12.35,78.5,0.074,0.055,0.03,37070.76923,31358.67769,15961.44578
11/27/2017 21:30,12.31,78.7,0.075,0.037,0.089,36553.84615,30852.89256,15816.86747
11/27/2017 21:40,12.18,78.9,0.076,0.029,0.048,36203.07692,30365.70248,15857.3494
11/27/2017 21:50,12.18,78.7,0.074,0.055,0.044,35556.92308,29830.16529,15695.42169
11/27/2017 22:00,12.25,78.3,0.074,0.051,0.048,34910.76923,29383.8843,15180.72289
11/27/2017 22:10,12.4,78.5,0.072,0.037,0.041,34578.46154,28911.57025,14920.48193
11/27/2017 22:20,12.35,77.8,0.074,0.04,0.093,33950.76923,28565.70248,14428.91566
11/27/2017 22:30,12.06,78.9,0.075,0.033,0.104,33200.0,27595.04132,14105.06024
11/27/2017 22:40,11.96,80.0,0.073,0.066,0.078,32800.0,27141.32231,13937.3494
11/27/2017 22:50,12.03,80.2,0.076,0.059,0.07,31858.46154,26416.1157,13544.09639
11/27/2017 23:00,11.79,80.6,0.075,0.055,0.07,31126.15385,25742.97521,13387.95181
11/27/2017 23:10,11.71,81.8,0.071,0.037,0.082,30363.07692,25177.68595,13069.87952
11/27/2017 23:20,11.79,81.6,0.07,0.062,0.085,29520.0,24571.4876,12763.37349
11/27/2017 23:30,11.73,81.6,0.071,0.073,0.07,28972.30769,24047.10744,12358.55422
11/27/2017 23:40,11.78,81.5,0.071,0.048,0.111,28547.69231,23452.06612,12167.71084
11/27/2017 23:50,11.71,82.9,0.073,0.048,0.122,27821.53846,22871.90083,11907.46988
11/28/2017 0:00,11.91,83.3,0.074,0.073,0.067,26984.61538,21960.7438,11467.95181
11/28/2017 0:10,12.03,83.3,0.071,0.04,0.089,26627.69231,21361.98347,11011.08434
11/28/2017 0:20,12.15,83.6,0.072,0.029,0.13,25907.69231,20744.6281,10918.55422
11/28/2017 0:30,12.24,85.9,0.071,0.04,0.122,25489.23077,20681.40496,10808.6747
11/28/2017 0:40,13.11,86.0,0.074,0.04,0.111,25046.15385,20153.30579,10947.46988
11/28/2017 0:50,12.4,85.4,0.074,0.059,0.107,24787.69231,19740.49587,10901.20482
11/28/2017 1:00,13.17,87.8,0.073,0.051,0.082,24430.76923,19420.66116,10658.31325
11/28/2017 1:10,13.95,86.4,0.071,0.022,0.107,24153.84615,19097.10744,10467.46988
11/28/2017 1:20,13.12,84.7,0.077,0.044,0.122,23661.53846,18885.12397,10282.40964
11/28/2017 1:30,12.42,85.7,0.074,0.066,0.074,23267.69231,18557.85124,10317.10843
11/28/2017 1:40,12.54,88.3,0.072,0.04,0.17,23101.53846,18379.33884,10247.71084
11/28/2017 1:50,13.29,88.0,0.074,0.069,0.093,22972.30769,18182.2314,10201.44578
11/28/2017 2:00,12.86,86.6,0.071,0.048,0.119,22800.0,17966.52893,10097.3494
11/28/2017 2:10,12.43,87.2,0.075,0.073,0.093,22676.92308,17918.18182,9813.975904
11/28/2017 2:20,12.41,87.5,0.073,0.059,0.141,22560.0,17780.57851,9819.759036
11/28/2017 2:30,12.36,87.6,0.071,0.033,0.178,22240.0,17598.34711,9779.277108
11/28/2017 2:40,12.51,88.5,0.075,0.062,0.126,22067.69231,17490.49587,9750.361446
11/28/2017 2:50,12.41,88.2,0.075,0.022,0.119,21975.38462,17434.71074,9640.481928
11/28/2017 3:00,12.52,88.3,0.074,0.051,0.13,21766.15385,17516.52893,9530.60241
11/28/2017 3:10,12.73,88.5,0.073,0.044,0.1,21458.46154,17334.29752,9594.216867
11/28/2017 3:20,12.91,88.4,0.071,0.037,0.167,21563.07692,17412.39669,9640.481928
11/28/2017 3:30,13.83,89.9,0.067,0.055,0.133,21563.07692,17419.83471,9519.036145
11/28/2017 3:40,14.55,88.3,3.082,0.022,0.145,21569.23077,17497.93388,9478.554217
11/28/2017 3:50,14.77,87.5,4.913,0.011,0.189,21587.69231,17256.19835,9461.204819
11/28/2017 4:00,14.83,86.4,4.914,0.044,0.148,21483.07692,17475.61983,9432.289157
11/28/2017 4:10,14.87,85.6,4.913,0.055,0.126,21378.46154,17553.71901,9391.807229
11/28/2017 4:20,14.79,84.7,4.913,0.055,0.115,21273.84615,17245.04132,9397.590361
11/28/2017 4:30,14.69,83.7,4.915,0.08,0.122,21390.76923,17300.82645,9386.024096
11/28/2017 4:40,14.68,82.9,4.913,0.062,0.122,21624.61538,17475.61983,9386.024096
11/28/2017 4:50,14.81,82.3,4.913,0.044,0.159,21741.53846,17497.93388,9449.638554
11/28/2017 5:00,14.98,81.7,4.914,0.044,0.163,22049.23077,17687.60331,9582.650602
11/28/2017 5:10,14.99,80.9,4.914,0.062,0.119,22067.69231,17758.26446,9553.73494
11/28/2017 5:20,15.05,80.7,4.913,0.037,0.126,22246.15385,17884.71074,9704.096386
11/28/2017 5:30,15.16,80.2,4.912,0.04,0.122,23003.07692,18267.7686,9964.337349
11/28/2017 5:40,15.13,79.4,4.913,0.066,0.159,23316.92308,18565.28926,9906.506024
11/28/2017 5:50,15.2,78.9,4.911,0.048,0.096,22923.07692,18595.04132,9773.493976
11/28/2017 6:00,15.32,77.8,4.916,0.037,0.078,22960.0,18509.50413,9466.987952
11/28/2017 6:10,15.3,77.0,4.912,0.044,0.104,23230.76923,18699.17355,9281.927711
11/28/2017 6:20,15.23,77.6,4.912,0.051,0.141,23120.0,18688.01653,9183.614458
11/28/2017 6:30,15.27,77.6,4.91,0.029,0.171,22676.92308,18334.71074,8992.771084
11/28/2017 6:40,15.16,77.7,4.912,0.051,0.13,22240.0,17884.71074,8454.939759
11/28/2017 6:50,14.83,79.1,4.912,0.044,0.171,21815.38462,17929.33884,8067.46988
11/28/2017 7:00,14.84,79.9,4.914,0.051,0.148,22516.92308,18509.50413,7656.86747
11/28/2017 7:10,15.23,79.6,4.912,0.044,0.148,22793.84615,19000.41322,7610.60241
11/28/2017 7:20,15.33,78.4,4.912,0.044,0.167,23243.07692,18944.6281,8079.036145
11/28/2017 7:30,15.45,77.8,4.913,0.044,0.152,23612.30769,19000.41322,7951.807229
11/28/2017 7:40,15.53,77.2,4.913,0.113,0.13,23649.23077,18933.47107,7674.216867
11/28/2017 7:50,15.66,76.7,4.912,0.699,0.682,23643.07692,18963.22314,7703.13253
11/28/2017 8:00,15.57,76.1,4.915,2.385,2.261,24221.53846,19219.83471,7760.963855
11/28/2017 8:10,15.48,76.9,4.915,5.78,5.431,25058.46154,19666.1157,7865.060241
11/28/2017 8:20,15.45,77.9,4.914,15.48,13.42,25335.38462,20011.98347,8119.518072
11/28/2017 8:30,15.51,78.3,4.918,25.57,18.24,25735.38462,20796.69421,8165.783133
11/28/2017 8:40,15.55,78.8,4.912,32.46,25.32,26135.38462,20926.8595,8426.024096
11/28/2017 8:50,15.58,79.0,4.913,49.15,43.83,26812.30769,21521.90083,8506.987952
11/28/2017 9:00,15.83,79.3,4.913,61.86,31.56,27224.61538,21826.8595,8767.228916
11/28/2017 9:10,16.45,78.2,4.916,136.2,36.27,27526.15385,22470.24793,8981.204819
11/28/2017 9:20,16.84,75.8,4.913,102.4,38.2,27329.23077,22652.47934,9490.120482
11/28/2017 9:30,17.07,73.9,4.915,165.3,44.26,27963.07692,21361.98347,10415.42169
11/28/2017 9:40,17.27,72.8,4.916,210.6,63.7,28726.15385,21644.6281,10496.38554
11/28/2017 9:50,17.41,71.1,4.915,208.9,93.6,29255.38462,21964.46281,10577.3494
11/28/2017 10:00,17.49,70.4,4.916,226.0,72.2,29415.38462,22273.1405,10617.83133
11/28/2017 10:10,17.7,68.49,4.916,292.3,48.81,29673.84615,22674.79339,10681.44578
11/28/2017 10:20,17.91,66.59,4.918,315.7,41.62,29889.23077,23009.50413,10831.80723
11/28/2017 10:30,18.05,64.79,4.918,326.5,41.07,30652.30769,23128.5124,10756.62651
11/28/2017 10:40,18.24,63.73,4.919,358.3,41.22,30633.84615,23362.80992,10675.66265
11/28/2017 10:50,18.34,62.49,4.922,378.3,39.64,30935.38462,24880.16529,9652.048193
11/28/2017 11:00,18.47,60.52,4.922,396.9,39.29,31236.92308,25259.50413,9657.831325
11/28/2017 11:10,18.55,60.12,4.921,413.6,39.08,31409.23077,25359.91736,9733.012048
11/28/2017 11:20,18.7,58.49,4.918,429.8,38.44,31667.69231,25594.21488,9837.108434
11/28/2017 11:30,18.75,57.09,4.925,444.2,37.79,31932.30769,25672.31405,9900.722892
11/28/2017 11:40,18.96,56.09,4.917,456.2,38.27,32233.84615,25802.47934,9987.46988
11/28/2017 11:50,19.13,54.82,4.917,467.9,37.6,32086.15385,26003.30579,10068.43373
11/28/2017 12:00,19.22,54.32,4.921,477.5,37.94,31969.23077,25936.36364,10027.95181
11/28/2017 12:10,19.28,54.38,4.923,485.6,38.24,32461.53846,26122.31405,10189.87952
11/28/2017 12:20,19.27,54.71,4.924,492.0,37.44,32350.76923,26393.80165,10357.59036
11/28/2017 12:30,19.29,55.32,4.922,496.6,38.44,32246.15385,26170.66116,10392.28916
11/28/2017 12:40,19.35,53.78,4.923,501.0,39.6,32633.84615,26181.81818,10548.43373
